IDInteractorA,IDInteractorB
entrez gene/locuslink:175877,entrez gene/locuslink:178132
entrez gene/locuslink:175878,entrez gene/locuslink:176161
entrez gene/locuslink:175878,entrez gene/locuslink:182756
entrez gene/locuslink:175878,entrez gene/locuslink:176613
entrez gene/locuslink:175878,entrez gene/locuslink:175462
entrez gene/locuslink:175878,entrez gene/locuslink:176007
entrez gene/locuslink:175878,entrez gene/locuslink:175750
entrez gene/locuslink:175878,entrez gene/locuslink:176512
entrez gene/locuslink:175878,entrez gene/locuslink:175922
entrez gene/locuslink:182817,entrez gene/locuslink:179162
entrez gene/locuslink:182817,entrez gene/locuslink:172358
entrez gene/locuslink:182817,entrez gene/locuslink:178989
entrez gene/locuslink:182817,entrez gene/locuslink:175207
entrez gene/locuslink:182817,entrez gene/locuslink:181284
entrez gene/locuslink:182817,entrez gene/locuslink:173053
entrez gene/locuslink:181141,entrez gene/locuslink:174790
entrez gene/locuslink:181141,entrez gene/locuslink:173846
entrez gene/locuslink:178935,entrez gene/locuslink:171965
entrez gene/locuslink:173431,entrez gene/locuslink:179841
entrez gene/locuslink:173431,entrez gene/locuslink:173260
entrez gene/locuslink:180013,entrez gene/locuslink:178006
entrez gene/locuslink:180013,entrez gene/locuslink:178732
entrez gene/locuslink:182929,entrez gene/locuslink:175638
entrez gene/locuslink:182929,entrez gene/locuslink:179709
entrez gene/locuslink:172505,entrez gene/locuslink:176210
entrez gene/locuslink:172505,entrez gene/locuslink:180801
entrez gene/locuslink:172505,entrez gene/locuslink:185479
entrez gene/locuslink:172505,entrez gene/locuslink:173502
entrez gene/locuslink:172505,entrez gene/locuslink:178026
entrez gene/locuslink:172505,entrez gene/locuslink:176015
entrez gene/locuslink:182949,entrez gene/locuslink:175501
entrez gene/locuslink:182949,entrez gene/locuslink:174687
entrez gene/locuslink:182949,entrez gene/locuslink:179627
entrez gene/locuslink:182949,entrez gene/locuslink:172805
entrez gene/locuslink:182949,entrez gene/locuslink:176941
entrez gene/locuslink:182949,entrez gene/locuslink:180264
entrez gene/locuslink:182949,entrez gene/locuslink:178425
entrez gene/locuslink:177704,entrez gene/locuslink:175792
entrez gene/locuslink:177704,entrez gene/locuslink:175238
entrez gene/locuslink:177704,entrez gene/locuslink:179656
entrez gene/locuslink:177704,entrez gene/locuslink:179534
entrez gene/locuslink:177704,entrez gene/locuslink:172309
entrez gene/locuslink:191741,entrez gene/locuslink:174392
entrez gene/locuslink:191741,entrez gene/locuslink:179364
entrez gene/locuslink:191741,entrez gene/locuslink:178064
entrez gene/locuslink:191741,entrez gene/locuslink:176773
entrez gene/locuslink:179388,entrez gene/locuslink:177458
entrez gene/locuslink:191716,entrez gene/locuslink:173976
entrez gene/locuslink:177808,entrez gene/locuslink:177808
entrez gene/locuslink:175836,entrez gene/locuslink:175836
entrez gene/locuslink:175836,entrez gene/locuslink:173171
entrez gene/locuslink:175836,entrez gene/locuslink:178732
entrez gene/locuslink:175837,entrez gene/locuslink:174140
entrez gene/locuslink:175837,entrez gene/locuslink:175837
entrez gene/locuslink:175837,entrez gene/locuslink:175716
entrez gene/locuslink:175837,entrez gene/locuslink:173976
entrez gene/locuslink:175837,entrez gene/locuslink:172944
entrez gene/locuslink:175837,entrez gene/locuslink:177895
entrez gene/locuslink:175837,entrez gene/locuslink:178871
entrez gene/locuslink:175837,entrez gene/locuslink:173615
entrez gene/locuslink:175837,entrez gene/locuslink:176773
entrez gene/locuslink:175837,entrez gene/locuslink:174964
entrez gene/locuslink:175837,entrez gene/locuslink:189346
entrez gene/locuslink:175837,entrez gene/locuslink:175162
entrez gene/locuslink:175837,entrez gene/locuslink:172342
entrez gene/locuslink:175831,entrez gene/locuslink:186478
entrez gene/locuslink:175831,entrez gene/locuslink:177701
entrez gene/locuslink:175832,entrez gene/locuslink:173894
entrez gene/locuslink:175832,entrez gene/locuslink:183453
entrez gene/locuslink:175832,entrez gene/locuslink:181191
entrez gene/locuslink:175832,entrez gene/locuslink:179817
entrez gene/locuslink:175832,entrez gene/locuslink:174317
entrez gene/locuslink:175832,entrez gene/locuslink:178612
entrez gene/locuslink:175832,entrez gene/locuslink:180264
entrez gene/locuslink:183000,entrez gene/locuslink:171968
entrez gene/locuslink:183022,entrez gene/locuslink:175638
entrez gene/locuslink:183022,entrez gene/locuslink:180596
entrez gene/locuslink:176159,entrez gene/locuslink:184746
entrez gene/locuslink:176159,entrez gene/locuslink:187515
entrez gene/locuslink:176159,entrez gene/locuslink:177914
entrez gene/locuslink:176196,entrez gene/locuslink:173713
entrez gene/locuslink:176196,entrez gene/locuslink:177753
entrez gene/locuslink:176196,entrez gene/locuslink:175284
entrez gene/locuslink:183129,entrez gene/locuslink:173846
entrez gene/locuslink:181626,entrez gene/locuslink:180263
entrez gene/locuslink:181626,entrez gene/locuslink:176252
entrez gene/locuslink:173574,entrez gene/locuslink:180750
entrez gene/locuslink:173574,entrez gene/locuslink:184390
entrez gene/locuslink:173574,entrez gene/locuslink:185156
entrez gene/locuslink:173574,entrez gene/locuslink:186404
entrez gene/locuslink:183155,entrez gene/locuslink:178479
entrez gene/locuslink:183155,entrez gene/locuslink:178709
entrez gene/locuslink:183155,entrez gene/locuslink:178820
entrez gene/locuslink:179084,entrez gene/locuslink:181705
entrez gene/locuslink:179084,entrez gene/locuslink:186343
entrez gene/locuslink:183192,entrez gene/locuslink:176091
entrez gene/locuslink:183192,entrez gene/locuslink:175638
entrez gene/locuslink:183193,entrez gene/locuslink:173288
entrez gene/locuslink:175449,entrez gene/locuslink:180653
entrez gene/locuslink:181060,entrez gene/locuslink:180657
entrez gene/locuslink:181060,entrez gene/locuslink:179703
entrez gene/locuslink:181060,entrez gene/locuslink:180568
entrez gene/locuslink:175722,entrez gene/locuslink:172267
entrez gene/locuslink:175722,entrez gene/locuslink:176649
entrez gene/locuslink:175716,entrez gene/locuslink:178186
entrez gene/locuslink:179467,entrez gene/locuslink:185807
entrez gene/locuslink:179467,entrez gene/locuslink:179789
entrez gene/locuslink:183226,entrez gene/locuslink:177342
entrez gene/locuslink:177170,entrez gene/locuslink:179338
entrez gene/locuslink:177170,entrez gene/locuslink:179209
entrez gene/locuslink:177170,entrez gene/locuslink:185118
entrez gene/locuslink:177170,entrez gene/locuslink:180601
entrez gene/locuslink:177170,entrez gene/locuslink:176180
entrez gene/locuslink:177170,entrez gene/locuslink:173404
entrez gene/locuslink:177170,entrez gene/locuslink:180539
entrez gene/locuslink:177170,entrez gene/locuslink:178997
entrez gene/locuslink:177170,entrez gene/locuslink:191419
entrez gene/locuslink:181153,entrez gene/locuslink:175804
entrez gene/locuslink:181153,entrez gene/locuslink:175638
entrez gene/locuslink:181153,entrez gene/locuslink:175975
entrez gene/locuslink:181153,entrez gene/locuslink:177697
entrez gene/locuslink:181153,entrez gene/locuslink:176640
entrez gene/locuslink:181153,entrez gene/locuslink:171944
entrez gene/locuslink:175649,entrez gene/locuslink:172251
entrez gene/locuslink:175649,entrez gene/locuslink:184922
entrez gene/locuslink:175649,entrez gene/locuslink:176640
entrez gene/locuslink:175499,entrez gene/locuslink:175959
entrez gene/locuslink:175499,entrez gene/locuslink:177837
entrez gene/locuslink:175499,entrez gene/locuslink:175922
entrez gene/locuslink:172679,entrez gene/locuslink:172419
entrez gene/locuslink:172679,entrez gene/locuslink:175462
entrez gene/locuslink:172679,entrez gene/locuslink:174089
entrez gene/locuslink:172679,entrez gene/locuslink:179493
entrez gene/locuslink:172679,entrez gene/locuslink:173384
entrez gene/locuslink:172679,entrez gene/locuslink:180432
entrez gene/locuslink:172679,entrez gene/locuslink:266842
entrez gene/locuslink:172679,entrez gene/locuslink:178732
entrez gene/locuslink:180497,entrez gene/locuslink:266854
entrez gene/locuslink:180497,entrez gene/locuslink:180497
entrez gene/locuslink:180497,entrez gene/locuslink:179145
entrez gene/locuslink:180497,entrez gene/locuslink:178186
entrez gene/locuslink:180497,entrez gene/locuslink:178007
entrez gene/locuslink:180497,entrez gene/locuslink:179654
entrez gene/locuslink:172400,entrez gene/locuslink:188703
entrez gene/locuslink:172401,entrez gene/locuslink:178732
entrez gene/locuslink:172401,entrez gene/locuslink:171766
entrez gene/locuslink:179162,entrez gene/locuslink:179971
entrez gene/locuslink:179162,entrez gene/locuslink:185757
entrez gene/locuslink:181528,entrez gene/locuslink:172655
entrez gene/locuslink:176320,entrez gene/locuslink:187537
entrez gene/locuslink:176320,entrez gene/locuslink:181621
entrez gene/locuslink:175636,entrez gene/locuslink:175980
entrez gene/locuslink:175636,entrez gene/locuslink:177489
entrez gene/locuslink:175636,entrez gene/locuslink:175440
entrez gene/locuslink:175636,entrez gene/locuslink:259671
entrez gene/locuslink:175636,entrez gene/locuslink:173296
entrez gene/locuslink:175636,entrez gene/locuslink:173070
entrez gene/locuslink:175636,entrez gene/locuslink:180906
entrez gene/locuslink:175636,entrez gene/locuslink:176565
entrez gene/locuslink:175636,entrez gene/locuslink:191329
entrez gene/locuslink:175636,entrez gene/locuslink:191467
entrez gene/locuslink:175637,entrez gene/locuslink:175638
entrez gene/locuslink:178259,entrez gene/locuslink:179967
entrez gene/locuslink:178260,entrez gene/locuslink:173382
entrez gene/locuslink:178260,entrez gene/locuslink:175827
entrez gene/locuslink:178260,entrez gene/locuslink:173340
entrez gene/locuslink:178260,entrez gene/locuslink:172674
entrez gene/locuslink:178260,entrez gene/locuslink:186392
entrez gene/locuslink:178260,entrez gene/locuslink:179073
entrez gene/locuslink:178260,entrez gene/locuslink:190961
entrez gene/locuslink:178260,entrez gene/locuslink:178409
entrez gene/locuslink:178260,entrez gene/locuslink:172342
entrez gene/locuslink:183352,entrez gene/locuslink:179298
entrez gene/locuslink:183352,entrez gene/locuslink:178904
entrez gene/locuslink:183352,entrez gene/locuslink:182792
entrez gene/locuslink:183352,entrez gene/locuslink:175827
entrez gene/locuslink:183352,entrez gene/locuslink:177629
entrez gene/locuslink:183352,entrez gene/locuslink:177682
entrez gene/locuslink:183352,entrez gene/locuslink:180264
entrez gene/locuslink:181484,entrez gene/locuslink:180465
entrez gene/locuslink:176313,entrez gene/locuslink:171968
entrez gene/locuslink:176313,entrez gene/locuslink:178732
entrez gene/locuslink:178174,entrez gene/locuslink:178174
entrez gene/locuslink:172023,entrez gene/locuslink:184611
entrez gene/locuslink:175421,entrez gene/locuslink:183930
entrez gene/locuslink:181556,entrez gene/locuslink:180343
entrez gene/locuslink:181556,entrez gene/locuslink:181719
entrez gene/locuslink:181556,entrez gene/locuslink:175638
entrez gene/locuslink:181556,entrez gene/locuslink:175462
entrez gene/locuslink:181556,entrez gene/locuslink:174699
entrez gene/locuslink:181556,entrez gene/locuslink:180986
entrez gene/locuslink:181556,entrez gene/locuslink:181348
entrez gene/locuslink:181556,entrez gene/locuslink:174295
entrez gene/locuslink:181556,entrez gene/locuslink:177697
entrez gene/locuslink:181556,entrez gene/locuslink:179734
entrez gene/locuslink:181556,entrez gene/locuslink:178426
entrez gene/locuslink:172746,entrez gene/locuslink:178159
entrez gene/locuslink:172746,entrez gene/locuslink:178871
entrez gene/locuslink:172746,entrez gene/locuslink:178614
entrez gene/locuslink:172746,entrez gene/locuslink:179709
entrez gene/locuslink:175686,entrez gene/locuslink:182058
entrez gene/locuslink:175686,entrez gene/locuslink:174493
entrez gene/locuslink:175685,entrez gene/locuslink:172263
entrez gene/locuslink:175685,entrez gene/locuslink:175870
entrez gene/locuslink:175685,entrez gene/locuslink:173955
entrez gene/locuslink:175685,entrez gene/locuslink:173338
entrez gene/locuslink:175685,entrez gene/locuslink:171977
entrez gene/locuslink:175685,entrez gene/locuslink:191528
entrez gene/locuslink:172129,entrez gene/locuslink:175764
entrez gene/locuslink:172129,entrez gene/locuslink:177533
entrez gene/locuslink:172129,entrez gene/locuslink:181058
entrez gene/locuslink:172129,entrez gene/locuslink:176756
entrez gene/locuslink:172129,entrez gene/locuslink:180264
entrez gene/locuslink:172129,entrez gene/locuslink:175138
entrez gene/locuslink:172129,entrez gene/locuslink:171647
entrez gene/locuslink:172129,entrez gene/locuslink:172291
entrez gene/locuslink:173168,entrez gene/locuslink:173858
entrez gene/locuslink:174789,entrez gene/locuslink:181955
entrez gene/locuslink:174789,entrez gene/locuslink:172724
entrez gene/locuslink:174789,entrez gene/locuslink:180413
entrez gene/locuslink:174789,entrez gene/locuslink:175946
entrez gene/locuslink:174789,entrez gene/locuslink:173558
entrez gene/locuslink:174789,entrez gene/locuslink:179225
entrez gene/locuslink:174789,entrez gene/locuslink:180575
entrez gene/locuslink:174789,entrez gene/locuslink:172794
entrez gene/locuslink:174789,entrez gene/locuslink:174672
entrez gene/locuslink:174789,entrez gene/locuslink:172896
entrez gene/locuslink:174789,entrez gene/locuslink:175611
entrez gene/locuslink:174789,entrez gene/locuslink:177267
entrez gene/locuslink:174789,entrez gene/locuslink:260216
entrez gene/locuslink:174789,entrez gene/locuslink:172926
entrez gene/locuslink:174789,entrez gene/locuslink:177748
entrez gene/locuslink:174789,entrez gene/locuslink:189849
entrez gene/locuslink:174789,entrez gene/locuslink:178402
entrez gene/locuslink:174789,entrez gene/locuslink:178303
entrez gene/locuslink:183583,entrez gene/locuslink:181004
entrez gene/locuslink:173293,entrez gene/locuslink:173773
entrez gene/locuslink:173293,entrez gene/locuslink:182001
entrez gene/locuslink:173293,entrez gene/locuslink:178354
entrez gene/locuslink:173293,entrez gene/locuslink:177280
entrez gene/locuslink:173293,entrez gene/locuslink:180659
entrez gene/locuslink:173293,entrez gene/locuslink:174121
entrez gene/locuslink:173293,entrez gene/locuslink:180727
entrez gene/locuslink:173293,entrez gene/locuslink:176091
entrez gene/locuslink:173293,entrez gene/locuslink:181679
entrez gene/locuslink:173293,entrez gene/locuslink:191622
entrez gene/locuslink:173293,entrez gene/locuslink:178953
entrez gene/locuslink:173293,entrez gene/locuslink:180681
entrez gene/locuslink:173293,entrez gene/locuslink:177706
entrez gene/locuslink:173293,entrez gene/locuslink:175464
entrez gene/locuslink:173293,entrez gene/locuslink:171952
entrez gene/locuslink:173293,entrez gene/locuslink:181515
entrez gene/locuslink:173293,entrez gene/locuslink:172992
entrez gene/locuslink:173293,entrez gene/locuslink:177580
entrez gene/locuslink:173293,entrez gene/locuslink:183748
entrez gene/locuslink:173293,entrez gene/locuslink:177710
entrez gene/locuslink:173293,entrez gene/locuslink:174647
entrez gene/locuslink:173293,entrez gene/locuslink:177636
entrez gene/locuslink:173293,entrez gene/locuslink:178392
entrez gene/locuslink:173293,entrez gene/locuslink:178901
entrez gene/locuslink:173293,entrez gene/locuslink:172435
entrez gene/locuslink:173293,entrez gene/locuslink:179087
entrez gene/locuslink:173293,entrez gene/locuslink:172539
entrez gene/locuslink:173293,entrez gene/locuslink:179312
entrez gene/locuslink:173293,entrez gene/locuslink:172771
entrez gene/locuslink:173293,entrez gene/locuslink:180597
entrez gene/locuslink:173293,entrez gene/locuslink:180050
entrez gene/locuslink:173293,entrez gene/locuslink:176326
entrez gene/locuslink:173293,entrez gene/locuslink:175695
entrez gene/locuslink:173293,entrez gene/locuslink:191623
entrez gene/locuslink:173293,entrez gene/locuslink:186478
entrez gene/locuslink:173293,entrez gene/locuslink:178087
entrez gene/locuslink:173293,entrez gene/locuslink:175443
entrez gene/locuslink:173293,entrez gene/locuslink:175442
entrez gene/locuslink:173293,entrez gene/locuslink:180790
entrez gene/locuslink:173293,entrez gene/locuslink:176308
entrez gene/locuslink:173293,entrez gene/locuslink:181502
entrez gene/locuslink:173293,entrez gene/locuslink:181501
entrez gene/locuslink:173293,entrez gene/locuslink:180552
entrez gene/locuslink:173293,entrez gene/locuslink:174399
entrez gene/locuslink:173293,entrez gene/locuslink:178311
entrez gene/locuslink:173293,entrez gene/locuslink:174672
entrez gene/locuslink:173293,entrez gene/locuslink:176525
entrez gene/locuslink:173293,entrez gene/locuslink:175094
entrez gene/locuslink:173293,entrez gene/locuslink:266819
entrez gene/locuslink:173293,entrez gene/locuslink:175542
entrez gene/locuslink:173293,entrez gene/locuslink:178060
